"Time","Total"
1717100460000,0
1717100490000,0
1717100520000,0
1717100550000,0
1717100580000,31.666666666666668
1717100610000,107.13333333333334
1717100640000,277.96827333333334
1717100670000,266.6
1717100700000,264.8
1717100730000,265.8666666666667
1717100760000,263.09999999999997
1717100790000,273.1333333333334
1717100820000,270.46666666666664
1717100850000,340.1
1717100880000,328.9333333333334
1717100910000,340.73333333333335
1717100940000,333.9
1717100970000,334.83333333333337
1717101000000,338.6333333333333
1717101030000,345.73333333333335
1717101060000,421.5666666666667
1717101090000,475.06666666666666
1717101120000,406.1333333333333
1717101150000,409.66666666666663
1717101180000,407.93333333333334
1717101210000,410.3666666666667
1717101240000,396.73333333333335
1717101270000,415.4
1717101300000,413.03333333333336
1717101330000,406.23333333333335
1717101360000,410
1717101390000,408.5
1717101420000,408.7
1717101450000,389.26666666666665
1717101480000,427.0333333333333
1717101510000,408.19999999999993
1717101540000,389.56666666666666
1717101570000,328.1333333333334
1717101600000,340.6333333333333
1717101630000,332.8666666666667
1717101660000,337.1
1717101690000,324.2
1717101720000,353.4193421534975
1717101750000,349.9464986274575
1717101780000,467.63333333333327
1717101810000,334.03333333333336
1717101840000,266.9666666666667
1717101870000,267.96666666666664
1717101900000,265.6333333333333
1717101930000,267.20000000000005
1717101960000,263.16666666666663
1717101990000,264.9666666666667
1717102020000,234.26666666666665
1717102050000,13.1
1717102080000,0
1717102110000,0
1717102140000,0