"Time","city-pole","event-store","ngsi-ld-city-airqualityobserved","ngsi-ld-city-crowdflowobserved","ngsi-ld-city-device","ngsi-ld-city-offstreetparking","ngsi-ld-city-parkingspot","ngsi-ld-city-streetlight","ngsi-ld-city-trafficflowobserved","ngsi-ld-city-weatherobserved","s4city-city-neighborhood","Total Number of Pods"
1719060660000,1,3,1,1,0,1,1,1,1,1,1,12
1719060690000,1,3,1,1,1,1,1,1,1,1,1,13
1719060720000,1,3,1,1,1,1,1,1,1,1,1,13
1719060750000,1,3,1,1,1,1,1,1,1,1,1,13
1719060780000,1,3,1,1,1,1,1,1,1,1,1,13
1719060810000,1,3,1,1,1,1,1,1,1,1,1,13
1719060840000,1,3,1,1,1,1,1,1,1,1,1,13
1719060870000,1,3,1,1,1,1,1,1,1,1,1,13
1719060900000,1,3,1,1,1,1,1,1,1,1,1,13
1719060930000,1,3,1,1,1,1,1,1,1,1,1,13
1719060960000,1,3,1,1,1,1,1,1,1,1,1,13
1719060990000,1,3,1,1,1,1,1,1,1,1,1,13
1719061020000,1,3,1,1,1,1,1,1,1,1,1,13
1719061050000,1,3,1,1,1,1,1,1,1,1,1,13
1719061080000,1,3,1,1,1,1,1,1,1,1,1,13
1719061110000,1,3,1,1,1,1,1,1,1,1,1,13
1719061140000,1,3,1,1,1,1,1,1,1,1,1,13
1719061170000,1,3,1,1,1,1,1,1,1,1,1,13
1719061200000,1,3,1,1,1,1,1,1,1,1,1,13
1719061230000,1,3,1,1,1,1,1,1,1,1,1,13
1719061260000,1,3,1,1,1,1,1,1,1,1,1,13
1719061290000,1,3,1,1,1,1,1,1,1,1,1,13
1719061320000,1,3,1,1,1,1,1,1,1,1,1,13
1719061350000,1,3,1,1,1,1,1,1,1,1,1,13
1719061380000,1,3,1,1,1,1,1,1,1,1,1,13
1719061410000,1,3,1,1,1,1,1,1,1,1,1,13
1719061440000,1,3,1,1,1,1,1,1,1,1,1,13
1719061470000,1,3,1,1,1,1,1,1,1,1,1,13
1719061500000,1,3,1,1,1,1,1,1,1,1,1,13
1719061530000,1,3,1,1,1,1,1,1,1,1,1,13
1719061560000,1,3,1,1,1,1,1,1,1,1,1,13
1719061590000,1,3,1,1,1,1,1,1,1,1,1,13
1719061620000,1,3,1,1,1,1,1,1,1,1,1,13
1719061650000,1,3,1,1,1,1,1,1,1,1,1,13
1719061680000,1,3,1,1,1,1,1,1,1,1,1,13
1719061710000,1,3,1,1,1,1,1,1,1,1,1,13
1719061740000,1,3,1,1,1,1,1,1,1,1,1,13
1719061770000,1,3,1,1,1,1,1,1,1,1,1,13
1719061800000,1,3,1,1,1,1,1,1,1,1,1,13
1719061830000,1,3,1,1,1,1,1,1,1,1,1,13
1719061860000,1,3,1,1,1,1,1,1,1,1,1,13
1719061890000,1,3,1,1,1,1,1,1,1,1,1,13
1719061920000,1,3,1,1,1,1,1,1,1,1,1,13
1719061950000,1,3,1,1,1,1,1,1,1,1,1,13
1719061980000,1,3,1,1,1,1,1,1,1,1,1,13
1719062010000,1,3,1,1,1,1,1,1,1,1,1,13
1719062040000,1,3,1,1,1,1,1,1,1,1,1,13
1719062070000,1,3,1,1,1,1,1,1,1,1,1,13
1719062100000,1,3,1,1,1,1,1,1,1,1,1,13
1719062130000,1,3,1,1,1,1,1,1,1,1,1,13
1719062160000,1,3,1,1,1,1,1,1,1,1,1,13
1719062190000,1,3,1,1,1,1,1,1,1,1,1,13
1719062220000,1,3,1,1,1,1,1,1,1,1,1,13
1719062250000,1,3,1,1,1,1,1,1,1,1,1,13
1719062280000,1,3,1,1,1,1,1,1,1,1,1,13
1719062310000,1,3,1,1,1,1,1,1,1,1,1,13
1719062340000,1,3,1,1,1,1,1,1,1,1,1,13
1719062370000,1,3,1,1,1,1,1,1,1,1,1,13